# Generated with codectest (time: 467min)

Tools detected:
+ mencoder dev-SVN-r26753-4.1.2
+ mkvmerge v2.2.0
+ mp4creator 1.5.0.1
+ mplayer dev-SVN-r26753-4.1.2
+ ogmmerge v1.5
+ undvd 0.6.1

+-------------+-------------+-------------+-------------+
| container   | vcodec      | acodec      | status      |
| flv         | roqvideo    | libamr_wb   | enc_failed  |
| flv         | roqvideo    | mp2         | enc_failed  |
| flv         | roqvideo    | mp3         | enc_failed  |
| flv         | roqvideo    | roq_dpcm    | enc_failed  |
| flv         | roqvideo    | sonic       | enc_failed  |
| flv         | roqvideo    | sonicls     | enc_failed  |
| flv         | roqvideo    | vorbis      | enc_failed  |
| flv         | roqvideo    | wmav1       | enc_failed  |
| flv         | roqvideo    | wmav2       | enc_failed  |
| flv         | rv10        | aac         | enc_failed  |
| flv         | rv10        | ac3         | enc_failed  |
| flv         | rv10        | flac        | enc_failed  |
| flv         | rv10        | g726        | enc_failed  |
| flv         | rv10        | libamr_nb   | enc_failed  |
| flv         | rv10        | libamr_wb   | enc_failed  |
| flv         | rv10        | mp2         | enc_failed  |
| flv         | rv10        | mp3         | ok          |
| flv         | rv10        | roq_dpcm    | enc_failed  |
| flv         | rv10        | sonic       | enc_failed  |
| flv         | rv10        | sonicls     | enc_failed  |
| flv         | rv10        | vorbis      | enc_failed  |
| flv         | rv10        | wmav1       | enc_failed  |
| flv         | rv10        | wmav2       | enc_failed  |
| flv         | snow        | aac         | enc_failed  |
| flv         | snow        | ac3         | enc_failed  |
| flv         | snow        | flac        | enc_failed  |
| flv         | snow        | g726        | enc_failed  |
| flv         | snow        | libamr_nb   | enc_failed  |
| flv         | snow        | libamr_wb   | enc_failed  |
| flv         | snow        | mp2         | enc_failed  |
| flv         | snow        | mp3         | enc_failed  |
| flv         | snow        | roq_dpcm    | enc_failed  |
| flv         | snow        | sonic       | enc_failed  |
| flv         | snow        | sonicls     | enc_failed  |
| flv         | snow        | vorbis      | enc_failed  |
| flv         | snow        | wmav1       | enc_failed  |
| flv         | snow        | wmav2       | enc_failed  |
| flv         | svq1        | aac         | enc_failed  |
| flv         | svq1        | ac3         | enc_failed  |
| flv         | svq1        | flac        | enc_failed  |
| flv         | svq1        | g726        | enc_failed  |
| flv         | svq1        | libamr_nb   | enc_failed  |
| flv         | svq1        | libamr_wb   | enc_failed  |
| flv         | svq1        | mp2         | enc_failed  |
| flv         | svq1        | mp3         | enc_failed  |
| flv         | svq1        | roq_dpcm    | enc_failed  |
| flv         | svq1        | sonic       | enc_failed  |
| flv         | svq1        | sonicls     | enc_failed  |
| flv         | svq1        | vorbis      | enc_failed  |
| flv         | svq1        | wmav1       | enc_failed  |
| flv         | svq1        | wmav2       | enc_failed  |
| flv         | wmv1        | aac         | enc_failed  |
| flv         | wmv1        | ac3         | enc_failed  |
| flv         | wmv1        | flac        | enc_failed  |
| flv         | wmv1        | g726        | enc_failed  |
| flv         | wmv1        | libamr_nb   | enc_failed  |
| flv         | wmv1        | libamr_wb   | enc_failed  |
| flv         | wmv1        | mp2         | enc_failed  |
| flv         | wmv1        | mp3         | enc_failed  |
| flv         | wmv1        | roq_dpcm    | enc_failed  |
| flv         | wmv1        | sonic       | enc_failed  |
| flv         | wmv1        | sonicls     | enc_failed  |
| flv         | wmv1        | vorbis      | enc_failed  |
| flv         | wmv1        | wmav1       | enc_failed  |
| flv         | wmv1        | wmav2       | enc_failed  |
| flv         | wmv2        | aac         | enc_failed  |
| flv         | wmv2        | ac3         | enc_failed  |
| flv         | wmv2        | flac        | enc_failed  |
| flv         | wmv2        | g726        | enc_failed  |
| flv         | wmv2        | libamr_nb   | enc_failed  |
| flv         | wmv2        | libamr_wb   | enc_failed  |
| flv         | wmv2        | mp2         | enc_failed  |
| flv         | wmv2        | mp3         | enc_failed  |
| flv         | wmv2        | roq_dpcm    | enc_failed  |
| flv         | wmv2        | sonic       | enc_failed  |
| flv         | wmv2        | sonicls     | enc_failed  |
| flv         | wmv2        | vorbis      | enc_failed  |
| flv         | wmv2        | wmav1       | enc_failed  |
| flv         | wmv2        | wmav2       | enc_failed  |
| flv         | xvid        | aac         | enc_failed  |
| flv         | xvid        | ac3         | enc_failed  |
| flv         | xvid        | flac        | enc_failed  |
| flv         | xvid        | g726        | enc_failed  |
| flv         | xvid        | libamr_nb   | enc_failed  |
| flv         | xvid        | libamr_wb   | enc_failed  |
| flv         | xvid        | mp2         | enc_failed  |
| flv         | xvid        | mp3         | enc_failed  |
| flv         | xvid        | roq_dpcm    | enc_failed  |
| flv         | xvid        | sonic       | enc_failed  |
| flv         | xvid        | sonicls     | enc_failed  |
| flv         | xvid        | vorbis      | enc_failed  |
| flv         | xvid        | wmav1       | enc_failed  |
| flv         | xvid        | wmav2       | enc_failed  |
| ipod        | asv1        | aac         | enc_failed  |
| ipod        | asv1        | ac3         | enc_failed  |
| ipod        | asv1        | flac        | enc_failed  |
| ipod        | asv1        | g726        | enc_failed  |
| ipod        | asv1        | libamr_nb   | enc_failed  |
| ipod        | asv1        | libamr_wb   | enc_failed  |
| ipod        | asv1        | mp2         | enc_failed  |
| ipod        | asv1        | mp3         | enc_failed  |
| ipod        | asv1        | roq_dpcm    | enc_failed  |
| ipod        | asv1        | sonic       | enc_failed  |
| ipod        | asv1        | sonicls     | enc_failed  |
| ipod        | asv1        | vorbis      | enc_failed  |
| ipod        | asv1        | wmav1       | enc_failed  |
| ipod        | asv1        | wmav2       | enc_failed  |
| ipod        | asv2        | aac         | enc_failed  |
| ipod        | asv2        | ac3         | enc_failed  |
| ipod        | asv2        | flac        | enc_failed  |
| ipod        | asv2        | g726        | enc_failed  |
| ipod        | asv2        | libamr_nb   | enc_failed  |
| ipod        | asv2        | libamr_wb   | enc_failed  |
| ipod        | asv2        | mp2         | enc_failed  |
| ipod        | asv2        | mp3         | enc_failed  |
| ipod        | asv2        | roq_dpcm    | enc_failed  |
| ipod        | asv2        | sonic       | enc_failed  |
| ipod        | asv2        | sonicls     | enc_failed  |
| ipod        | asv2        | vorbis      | enc_failed  |
| ipod        | asv2        | wmav1       | enc_failed  |
| ipod        | asv2        | wmav2       | enc_failed  |
| ipod        | dvvideo     | aac         | enc_failed  |
| ipod        | dvvideo     | ac3         | enc_failed  |
| ipod        | dvvideo     | flac        | enc_failed  |
| ipod        | dvvideo     | g726        | enc_failed  |
| ipod        | dvvideo     | libamr_nb   | enc_failed  |
| ipod        | dvvideo     | libamr_wb   | enc_failed  |
| ipod        | dvvideo     | mp2         | enc_failed  |
| ipod        | dvvideo     | mp3         | enc_failed  |
| ipod        | dvvideo     | roq_dpcm    | enc_failed  |
| ipod        | dvvideo     | sonic       | enc_failed  |
| ipod        | dvvideo     | sonicls     | enc_failed  |
| ipod        | dvvideo     | vorbis      | enc_failed  |
| ipod        | dvvideo     | wmav1       | enc_failed  |
| ipod        | dvvideo     | wmav2       | enc_failed  |
| ipod        | ffv1        | aac         | enc_failed  |
| ipod        | ffv1        | ac3         | enc_failed  |
| ipod        | ffv1        | flac        | enc_failed  |
| ipod        | ffv1        | g726        | enc_failed  |
| ipod        | ffv1        | libamr_nb   | enc_failed  |
| ipod        | ffv1        | libamr_wb   | enc_failed  |
| ipod        | ffv1        | mp2         | enc_failed  |
| ipod        | ffv1        | mp3         | enc_failed  |
| ipod        | ffv1        | roq_dpcm    | enc_failed  |
| ipod        | ffv1        | sonic       | enc_failed  |
| ipod        | ffv1        | sonicls     | enc_failed  |
| ipod        | ffv1        | vorbis      | enc_failed  |
| ipod        | ffv1        | wmav1       | enc_failed  |
| ipod        | ffv1        | wmav2       | enc_failed  |
| ipod        | flv         | aac         | enc_failed  |
| ipod        | flv         | ac3         | enc_failed  |
| ipod        | flv         | flac        | enc_failed  |
| ipod        | flv         | g726        | enc_failed  |
| ipod        | flv         | libamr_nb   | enc_failed  |
| ipod        | flv         | libamr_wb   | enc_failed  |
| ipod        | flv         | mp2         | enc_failed  |
| ipod        | flv         | mp3         | enc_failed  |
| ipod        | flv         | roq_dpcm    | enc_failed  |
| ipod        | flv         | sonic       | enc_failed  |
| ipod        | flv         | sonicls     | enc_failed  |
| ipod        | flv         | vorbis      | enc_failed  |
| ipod        | flv         | wmav1       | enc_failed  |
| ipod        | flv         | wmav2       | enc_failed  |
| ipod        | h261        | aac         | enc_failed  |
| ipod        | h261        | ac3         | enc_failed  |
| ipod        | h261        | flac        | enc_failed  |
| ipod        | h261        | g726        | enc_failed  |
| ipod        | h261        | libamr_nb   | enc_failed  |
| ipod        | h261        | libamr_wb   | enc_failed  |
| ipod        | h261        | mp2         | enc_failed  |
| ipod        | h261        | mp3         | enc_failed  |
| ipod        | h261        | roq_dpcm    | enc_failed  |
| ipod        | h261        | sonic       | enc_failed  |
| ipod        | h261        | sonicls     | enc_failed  |
| ipod        | h261        | vorbis      | enc_failed  |
| ipod        | h261        | wmav1       | enc_failed  |
| ipod        | h261        | wmav2       | enc_failed  |
| ipod        | h263        | aac         | enc_failed  |
| ipod        | h263        | ac3         | enc_failed  |
| ipod        | h263        | flac        | enc_failed  |
| ipod        | h263        | g726        | enc_failed  |
| ipod        | h263        | libamr_nb   | enc_failed  |
| ipod        | h263        | libamr_wb   | enc_failed  |
| ipod        | h263        | mp2         | enc_failed  |
| ipod        | h263        | mp3         | enc_failed  |
| ipod        | h263        | roq_dpcm    | enc_failed  |
| ipod        | h263        | sonic       | enc_failed  |
| ipod        | h263        | sonicls     | enc_failed  |
| ipod        | h263        | vorbis      | enc_failed  |
| ipod        | h263        | wmav1       | enc_failed  |
| ipod        | h263        | wmav2       | enc_failed  |
| ipod        | h263p       | aac         | enc_failed  |
| ipod        | h263p       | ac3         | enc_failed  |
| ipod        | h263p       | flac        | enc_failed  |
| ipod        | h263p       | g726        | enc_failed  |
| ipod        | h263p       | libamr_nb   | enc_failed  |
| ipod        | h263p       | libamr_wb   | enc_failed  |
| ipod        | h263p       | mp2         | enc_failed  |
| ipod        | h263p       | mp3         | enc_failed  |
| ipod        | h263p       | roq_dpcm    | enc_failed  |
| ipod        | h263p       | sonic       | enc_failed  |
| ipod        | h263p       | sonicls     | enc_failed  |
| ipod        | h263p       | vorbis      | enc_failed  |
| ipod        | h263p       | wmav1       | enc_failed  |
| ipod        | h263p       | wmav2       | enc_failed  |
| ipod        | h264        | aac         | ok          |
| ipod        | h264        | ac3         | enc_failed  |
| ipod        | h264        | flac        | enc_failed  |
| ipod        | h264        | g726        | enc_failed  |
| ipod        | h264        | libamr_nb   | enc_failed  |
| ipod        | h264        | libamr_wb   | enc_failed  |
| ipod        | h264        | mp2         | enc_failed  |
| ipod        | h264        | mp3         | ok          |
| ipod        | h264        | roq_dpcm    | enc_failed  |
| ipod        | h264        | sonic       | enc_failed  |
| ipod        | h264        | sonicls     | enc_failed  |
| ipod        | h264        | vorbis      | ok          |
| ipod        | h264        | wmav1       | enc_failed  |
| ipod        | h264        | wmav2       | enc_failed  |
| ipod        | huffyuv     | aac         | enc_failed  |
| ipod        | huffyuv     | ac3         | enc_failed  |
